company_names,cars_names,engines,cc_battery_capacity,horsepower,total_speed,cars_prices,fuel_types,seats,torque,engine_cc,battery_kwh,has_battery,has_engine,vehicle_type,acceleration_0_100
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996 cc,541.0,286.0,130000.0,Petrol,5,770.0,3996.0,0.0,0,1,ICE,4.0
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996 cc,453.0,270.0,110000.0,Petrol,5,620.0,3996.0,0.0,0,1,ICE,4.5
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,670.0,295.0,170000.0,Hybrid (Petrol),5,900.0,0.0,0.0,0,0,Unknown,3.6
Porsche,Macan,2.0L I4 Turbo,1984 cc,261.0,232.0,60000.0,Petrol,5,400.0,1984.0,0.0,0,1,ICE,6.2
Porsche,Macan S,2.9L V6 Twin Turbo,2894 cc,375.0,259.0,75000.0,Petrol,5,520.0,2894.0,0.0,0,1,ICE,4.8
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894 cc,434.0,272.0,85000.0,Petrol,5,550.0,2894.0,0.0,0,1,ICE,4.5
Porsche,Macan T,2.0L I4 Turbo,1984 cc,261.0,232.0,65000.0,Petrol,5,400.0,1984.0,0.0,0,1,ICE,6.2
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981 cc,379.0,293.0,110000.0,Petrol,4,450.0,2981.0,0.0,0,1,ICE,4.2
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981 cc,443.0,308.0,131300.0,Petrol,4,528.0,2981.0,0.0,0,1,ICE,3.5
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,106500.0,Petrol,4,450.0,2981.0,0.0,0,1,ICE,4.2
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981 cc,443.0,306.0,113300.0,Petrol,4,528.0,2981.0,0.0,0,1,ICE,3.4
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981 cc,379.0,289.0,121300.0,Petrol,4,450.0,2981.0,0.0,0,1,ICE,4.4
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745 cc,572.0,320.0,197200.0,Petrol,4,750.0,3745.0,0.0,0,1,ICE,2.7
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745 cc,640.0,330.0,230400.0,Petrol,4,800.0,3745.0,0.0,0,1,ICE,2.6
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996 cc,502.0,318.0,161100.0,Petrol,2,469.0,3996.0,0.0,0,1,ICE,3.4
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996 cc,518.0,296.0,241300.0,Petrol,2,465.0,3996.0,0.0,0,1,ICE,3.2
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981 cc,473.0,240.0,222000.0,Petrol,2,570.0,2981.0,0.0,0,1,ICE,3.4
Porsche,Taycan,Dual Electric Motors,79.2 kWh,402.0,230.0,86700.0,Electric,4,344.0,0.0,0.0,0,0,Unknown,5.4
Porsche,Taycan 4S,Dual Electric Motors,79.2 kWh,522.0,250.0,103800.0,Electric,4,640.0,0.0,0.0,0,0,Unknown,4.0
Porsche,Taycan Turbo,Dual Electric Motors,93.4 kWh,670.0,260.0,150900.0,Electric,4,850.0,0.0,0.0,0,0,Unknown,3.2
Porsche,Taycan Turbo S,Dual Electric Motors,93.4 kWh,750.0,260.0,185000.0,Electric,4,1050.0,0.0,0.0,0,0,Unknown,2.8
Porsche,Taycan GTS,Dual Electric Motors,93.4 kWh,590.0,250.0,132750.0,Electric,4,850.0,0.0,0.0,0,0,Unknown,3.5
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4 kWh,469.0,220.0,97700.0,Electric,5,500.0,0.0,0.0,0,0,Unknown,4.8
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2 kWh,509.0,240.0,104000.0,Electric,5,650.0,0.0,0.0,0,0,Unknown,4.1
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988 cc,300.0,275.0,63400.0,Petrol,2,380.0,1988.0,0.0,0,1,ICE,4.9
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497 cc,350.0,285.0,75400.0,Petrol,2,420.0,2497.0,0.0,0,1,ICE,4.4
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995 cc,414.0,302.0,100200.0,Petrol,2,420.0,3995.0,0.0,0,1,ICE,4.2
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,493.0,315.0,141700.0,Petrol,2,450.0,3996.0,0.0,0,1,ICE,3.2
Porsche,718 Boxster,2.0L Turbo Flat-4,1988 cc,300.0,275.0,65500.0,Petrol,2,380.0,1988.0,0.0,0,1,ICE,4.9
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988 cc,300.0,275.0,69600.0,Petrol,2,380.0,1988.0,0.0,0,1,ICE,4.7
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995 cc,394.0,293.0,90300.0,Petrol,2,430.0,3995.0,0.0,0,1,ICE,4.3
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995 cc,414.0,301.0,98300.0,Petrol,2,420.0,3995.0,0.0,0,1,ICE,4.1
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894 cc,325.0,265.0,92300.0,Petrol,4,450.0,2894.0,0.0,0,1,ICE,5.6
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,462.0,280.0,113300.0,Hybrid,4,700.0,2894.0,0.0,0,1,ICE,4.4
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894 cc,325.0,265.0,101400.0,Petrol,4,450.0,2894.0,0.0,0,1,ICE,5.5
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,690.0,315.0,200200.0,Hybrid,4,870.0,3996.0,0.0,0,1,ICE,3.2
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,560.0,295.0,128900.0,Hybrid,4,750.0,2894.0,0.0,0,1,ICE,3.7
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894 cc,325.0,265.0,98300.0,Petrol,4,450.0,2894.0,0.0,0,1,ICE,5.6
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996 cc,473.0,300.0,136900.0,Petrol,4,620.0,3996.0,0.0,0,1,ICE,3.9
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996 cc,550.0,306.0,175200.0,Petrol,4,770.0,3996.0,0.0,0,1,ICE,3.8
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996 cc,570.0,310.0,290000.0,Petrol,4,800.0,3996.0,0.0,0,1,ICE,3.8
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894 cc,443.0,289.0,105000.0,Petrol,4,550.0,2894.0,0.0,0,1,ICE,4.1
Porsche,Macan Base,2.0L Turbo Inline-4,1984 cc,265.0,232.0,58000.0,Petrol,5,400.0,1984.0,0.0,0,1,ICE,6.4
Porsche,Macan T,2.0L Turbo Inline-4,1984 cc,265.0,233.0,63000.0,Petrol,5,400.0,1984.0,0.0,0,1,ICE,6.2
Porsche,Macan S,2.9L Twin-Turbo V6,2894 cc,375.0,259.0,70400.0,Petrol,5,520.0,2894.0,0.0,0,1,ICE,4.6
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894 cc,434.0,272.0,82900.0,Petrol,5,550.0,2894.0,0.0,0,1,ICE,4.3
Porsche,Macan EV ,Dual Electric Motors,95 kWh,603.0,240.0,85000.0,Electric,5,750.0,0.0,0.0,0,0,Unknown,4.0
Porsche,Cayenne Base,3.0L Turbocharged V6,2995 cc,335.0,245.0,72200.0,Petrol,5,450.0,2995.0,0.0,0,1,ICE,5.9
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995 cc,455.0,253.0,91000.0,Hybrid,5,700.0,2995.0,0.0,0,1,ICE,4.8
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894 cc,434.0,263.0,94300.0,Petrol,4,550.0,2894.0,0.0,0,1,ICE,4.7
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996 cc,631.0,300.0,182150.0,Petrol,4,850.0,3996.0,0.0,0,1,ICE,3.3
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995 cc,335.0,245.0,79000.0,Petrol,5,450.0,2995.0,0.0,0,1,ICE,5.8
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,670.0,295.0,167800.0,Hybrid,4,900.0,3996.0,0.0,0,1,ICE,3.6
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996 cc,453.0,270.0,111200.0,Petrol,4,620.0,3996.0,0.0,0,1,ICE,4.5
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967 cc,262.0,221.0,69000.0,Diesel,5,580.0,2967.0,0.0,0,1,ICE,7.3
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995 cc,380.0,242.0,85500.0,Hybrid,5,580.0,2995.0,0.0,0,1,ICE,6.5
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,728.0,295.0,182900.0,Hybrid,4,950.0,3996.0,0.0,0,1,ICE,3.6
Porsche,Taycan Base,Dual Electric Motors,79.2 kWh,321.0,230.0,86700.0,Electric,4,345.0,0.0,0.0,0,0,Unknown,5.4
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,250.0,34395.0,Petrol,5,350.0,2000.0,0.0,0,1,ICE,6.0
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700 cc,325.0,260.0,46595.0,Petrol,5,500.0,2700.0,0.0,0,1,ICE,4.9
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,240.0,38195.0,Petrol,5,350.0,2000.0,0.0,0,1,ICE,6.6
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000 cc,360.0,250.0,50995.0,Petrol,5,550.0,3000.0,0.0,0,1,ICE,4.6
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4 kWh,375.0,240.0,94800.0,Electric,4,500.0,0.0,0.0,0,0,Unknown,5.1
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4 kWh,590.0,250.0,139400.0,Electric,4,620.0,0.0,0.0,0,0,Unknown,3.8
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2 kWh,375.0,230.0,90500.0,Electric,4,500.0,0.0,0.0,0,0,Unknown,5.4
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4 kWh,590.0,250.0,136700.0,Electric,4,620.0,0.0,0.0,0,0,Unknown,3.7
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.4 kWh,750.0,260.0,190000.0,Electric,4,1050.0,0.0,0.0,0,0,Unknown,2.9
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,106100.0,Petrol,4,450.0,2981.0,0.0,0,1,ICE,4.2
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981 cc,443.0,304.0,129900.0,Petrol,4,530.0,2981.0,0.0,0,1,ICE,3.9
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,113300.0,Petrol,4,450.0,2981.0,0.0,0,1,ICE,4.4
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473.0,311.0,137000.0,Petrol,4,570.0,2981.0,0.0,0,1,ICE,3.3
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473.0,307.0,157300.0,Petrol,4,570.0,2981.0,0.0,0,1,ICE,3.5
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745 cc,572.0,320.0,184100.0,Petrol,4,750.0,3745.0,0.0,0,1,ICE,2.9
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745 cc,640.0,330.0,207000.0,Petrol,4,800.0,3745.0,0.0,0,1,ICE,2.7
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996 cc,502.0,318.0,170000.0,Petrol,2,470.0,3996.0,0.0,0,1,ICE,3.9
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996 cc,525.0,296.0,223800.0,Petrol,2,465.0,3996.0,0.0,0,1,ICE,3.2
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981 cc,473.0,240.0,222000.0,Petrol,4,570.0,2981.0,0.0,0,1,ICE,3.4
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,473.0,311.0,145300.0,Petrol,4,570.0,2981.0,0.0,0,1,ICE,3.2
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,379.0,289.0,135500.0,Petrol,4,450.0,2981.0,0.0,0,1,ICE,4.3
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745 cc,607.0,330.0,258000.0,Petrol,4,750.0,3745.0,0.0,0,1,ICE,2.9
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745 cc,700.0,340.0,293200.0,Petrol,2,750.0,3745.0,0.0,0,1,ICE,2.8
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996 cc,510.0,290.0,245000.0,Petrol,1,470.0,3996.0,0.0,0,1,ICE,3.4
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,500.0,315.0,222000.0,Petrol,2,450.0,3996.0,0.0,0,1,ICE,3.4
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194 cc,515.0,296.0,750000.0,Petrol,1,480.0,4194.0,0.0,0,1,ICE,3.1
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,116000.0,Petrol,4,450.0,2981.0,0.0,0,1,ICE,4.4
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745 cc,572.0,318.0,191300.0,Petrol,4,750.0,3745.0,0.0,0,1,ICE,3.0
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981 cc,473.0,240.0,233000.0,Petrol,4,570.0,2981.0,0.0,0,1,ICE,3.5
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,8200.0,Petrol,5,113.0,1199.0,0.0,0,1,ICE,13.0
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24 kWh,74.0,120.0,11000.0,Electric,5,114.0,0.0,0.0,0,0,Unknown,5.7
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1199 cc / 1497 cc,255.0,170.0,10400.0,Petrol/Diesel,5,156.5,1199.0,0.0,0,1,ICE,12.0
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,11300.0,Petrol,5,113.0,1199.0,0.0,0,1,ICE,12.5
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199 cc,110.0,180.0,12000.0,Petrol,5,140.0,1199.0,0.0,0,1,ICE,10.0
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199 cc,86.0,165.0,11800.0,CNG/Petrol,5,113.0,1199.0,0.0,0,1,ICE,12.0
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,9200.0,Petrol,5,113.0,1199.0,0.0,0,1,ICE,13.5
Tata Motors,Nano GenX,624cc MPFI,624 cc,37.0,105.0,4000.0,Petrol,4,51.0,624.0,0.0,0,1,ICE,29.0
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396 cc,70.0,155.0,6200.0,Diesel,5,140.0,1396.0,0.0,0,1,ICE,16.0
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193 cc,65.0,140.0,5000.0,Petrol,5,100.0,1193.0,0.0,0,1,ICE,16.0
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,9400.0,Petrol,5,113.0,1199.0,0.0,0,1,ICE,13.0
Tata Motors,Tigor EV,Permanent Magnet Synchronous,26 kWh,74.0,120.0,14500.0,Electric,5,114.0,0.0,0.0,0,0,Unknown,5.7
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,1248 cc / 1199 cc,255.0,165.0,8700.0,Diesel/Petrol,5,165.0,1248.0,0.0,0,1,ICE,15.0
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396 cc,70.0,155.0,6500.0,Diesel,5,140.0,1396.0,0.0,0,1,ICE,16.5
Cadillac,Escalade,6.2L V8 Gasoline,6200 cc,420.0,210.0,79295.0,Petrol,7,624.0,6200.0,0.0,0,1,ICE,6.8
Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396 cc,255.0,150.0,8300.0,Diesel/Petrol,5,125.0,1396.0,0.0,0,1,ICE,17.0
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248 cc / 1368 cc,255.0,160.0,9000.0,Diesel/Petrol,5,157.5,1248.0,0.0,0,1,ICE,14.0
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396 cc,70.0,150.0,7000.0,Diesel,5,140.0,1396.0,0.0,0,1,ICE,17.0
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396 cc,85.0,160.0,7200.0,Petrol,5,115.0,1396.0,0.0,0,1,ICE,15.0
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200 cc,420.0,205.0,82295.0,Petrol,7,624.0,6200.0,0.0,0,1,ICE,6.9
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1199 cc / 1497 cc,255.0,180.0,14000.0,Petrol/Diesel,5,215.0,1199.0,0.0,0,1,ICE,10.0
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5 kWh,143.0,140.0,25000.0,Electric,5,250.0,0.0,0.0,0,0,Unknown,9.0
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956 cc,168.0,180.0,23000.0,Diesel,5,350.0,1956.0,0.0,0,1,ICE,11.0
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956 cc,168.0,180.0,25500.0,Diesel,7,350.0,1956.0,0.0,0,1,ICE,11.0
Tata Motors,Punch,1.2L Revotron Petrol,1199 cc,86.0,160.0,10500.0,Petrol,5,113.0,1199.0,0.0,0,1,ICE,16.0
Tata Motors,Hexa,2.2L Varicor Diesel,2179 cc,154.0,180.0,20000.0,Diesel,7,400.0,2179.0,0.0,0,1,ICE,12.0
Tata Motors,Aria,2.2L Dicor Diesel,2179 cc,138.0,162.0,19000.0,Diesel,7,320.0,2179.0,0.0,0,1,ICE,13.0
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956 cc,85.0,125.0,15000.0,Diesel,7,250.0,2956.0,0.0,0,1,ICE,17.6
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179 cc,118.0,140.0,16500.0,Diesel,7,250.0,2179.0,0.0,0,1,ICE,15.0
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2 kWh,129.0,120.0,22000.0,Electric,5,245.0,0.0,0.0,0,0,Unknown,9.4
Tesla,Model S,Dual Electric Motors,100 kWh,670.0,250.0,88490.0,Electric,5,967.0,0.0,0.0,0,0,Unknown,3.1
Tesla,Model S Plaid,Tri Electric Motors,100 kWh,1020.0,322.0,108490.0,Electric,5,1400.0,0.0,0.0,0,0,Unknown,2.1
Tesla,Model 3,Single Electric Motor (RWD),60 kWh,283.0,225.0,40240.0,Electric,5,420.0,0.0,0.0,0,0,Unknown,5.8
Tesla,Model 3 Performance,Dual Electric Motors (AWD),82 kWh,450.0,261.0,53240.0,Electric,5,660.0,0.0,0.0,0,0,Unknown,3.1
Tesla,Model X,Dual Electric Motors (AWD),100 kWh,670.0,250.0,98490.0,Electric,7,967.0,0.0,0.0,0,0,Unknown,3.8
Tesla,Model X Plaid,Tri Electric Motors,100 kWh,1020.0,262.0,113490.0,Electric,6,1400.0,0.0,0.0,0,0,Unknown,2.6
Tesla,Model Y,Single Electric Motor (RWD),75 kWh,346.0,217.0,47490.0,Electric,5,498.0,0.0,0.0,0,0,Unknown,5.0
Tesla,Model Y Long Range,Dual Electric Motors (AWD),82 kWh,384.0,217.0,50490.0,Electric,5,559.0,0.0,0.0,0,0,Unknown,4.8
Tesla,Cybertruck,Tri Electric Motors,200 kWh,800.0,209.0,69900.0,Electric,6,1355.0,0.0,0.0,0,0,Unknown,2.9
Tesla,Roadster 2,Quad Electric Motors,200 kWh,1288.0,402.0,200000.0,Electric,4,10000.0,0.0,0.0,0,0,Unknown,1.9
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600 cc,285.0,180.0,35195.0,Petrol,4,353.0,3600.0,0.0,0,1,ICE,6.8
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000 cc,270.0,180.0,42100.0,Petrol,4,400.0,2000.0,0.0,0,1,ICE,7.1
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600 cc,293.0,209.0,41530.0,Petrol,5,352.0,3600.0,0.0,0,1,ICE,7.0
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600 cc,293.0,209.0,43530.0,Petrol,7,352.0,3600.0,0.0,0,1,ICE,7.2
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400 cc,180.0,195.0,37695.0,Petrol,5,230.0,2400.0,0.0,0,1,ICE,8.5
Jeep,Compass,2.0L Turbo Gasoline,2000 cc,200.0,200.0,31590.0,Petrol,5,320.0,2000.0,0.0,0,1,ICE,7.8
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300 cc,177.0,200.0,28345.0,Petrol,5,285.0,1300.0,0.0,0,1,ICE,8.7
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600 cc,285.0,177.0,38775.0,Petrol,5,353.0,3600.0,0.0,0,1,ICE,8.1
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700 cc,392.0,190.0,63595.0,Petrol,8,548.0,5700.0,0.0,0,1,ICE,7.4
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400 cc,471.0,190.0,91495.0,Petrol,8,617.0,6400.0,0.0,0,1,ICE,6.0
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3 kWh,375.0,210.0,59865.0,Hybrid,5,637.0,0.0,0.0,0,0,Unknown,6.0
Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3 kWh,375.0,180.0,50695.0,Hybrid,5,637.0,0.0,0.0,0,0,Unknown,6.4
Jeep,Compass 4xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,46500.0,Hybrid,5,270.0,0.0,0.0,0,0,Unknown,7.3
Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,44500.0,Hybrid,5,270.0,0.0,0.0,0,0,Unknown,7.5
Mazda,Mazda2,1.5L 4-Cylinder,"1,500 cc",108.0,180.0,18500.0,Petrol,5,142.0,1500.0,0.0,0,1,ICE,10.2
Jeep,Wagoneer S (Electric),Dual Electric Motors,100 kWh,600.0,177.0,80000.0,Electric,5,850.0,0.0,0.0,0,0,Unknown,4.5
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600 cc,285.0,177.0,51570.0,Petrol,5,353.0,3600.0,0.0,0,1,ICE,8.6
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700 cc,357.0,190.0,66575.0,Petrol,5,529.0,5700.0,0.0,0,1,ICE,7.3
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200 cc,271.0,195.0,41295.0,Petrol,5,324.0,3200.0,0.0,0,1,ICE,7.6
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400 cc,470.0,160.0,82495.0,Petrol,4,637.0,6400.0,0.0,0,1,ICE,4.5
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000 cc,235.0,220.0,37490.0,Petrol,5,350.0,2000.0,0.0,0,1,ICE,7.6
Cadillac,XT5,3.6L V6 Gasoline,3600 cc,310.0,210.0,44195.0,Petrol,5,366.0,3600.0,0.0,0,1,ICE,6.5
Cadillac,XT6,3.6L V6 Gasoline,3600 cc,310.0,210.0,48595.0,Petrol,7,366.0,3600.0,0.0,0,1,ICE,6.9
Cadillac,Lyriq EV,Single Electric Motor,100 kWh,340.0,190.0,58590.0,Electric,5,440.0,0.0,0.0,0,0,Unknown,5.7
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200 cc,682.0,200.0,149990.0,Petrol,7,885.0,6200.0,0.0,0,1,ICE,4.4
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200 cc,420.0,210.0,104595.0,Petrol,7,624.0,6200.0,0.0,0,1,ICE,6.8
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200 cc,668.0,320.0,92000.0,Petrol,5,893.0,6200.0,0.0,0,1,ICE,3.4
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600 cc,472.0,290.0,60495.0,Petrol,5,603.0,3600.0,0.0,0,1,ICE,3.9
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000 cc,235.0,220.0,41390.0,Petrol,5,350.0,2000.0,0.0,0,1,ICE,7.4
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,51095.0,Petrol,5,366.0,3600.0,0.0,0,1,ICE,6.5
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,57095.0,Petrol,7,366.0,3600.0,0.0,0,1,ICE,6.9
Cadillac,Lyriq Launch Edition,Single Electric Motor,100 kWh,340.0,190.0,59990.0,Electric,5,440.0,0.0,0.0,0,0,Unknown,5.7
Cadillac,Lyriq EV Premium,Dual Electric Motors,100 kWh,500.0,210.0,64990.0,Electric,5,620.0,0.0,0.0,0,0,Unknown,4.5
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,240.0,41290.0,Petrol,5,350.0,2000.0,0.0,0,1,ICE,6.8
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,14595.0,Petrol,5,127.0,1400.0,0.0,0,1,ICE,10.7
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138.0,190.0,16720.0,Petrol,5,200.0,1400.0,0.0,0,1,ICE,8.5
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160.0,210.0,25000.0,Petrol,5,250.0,1500.0,0.0,0,1,ICE,8.0
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000 cc,275.0,240.0,26400.0,Petrol,4,400.0,2000.0,0.0,0,1,ICE,5.4
Chevrolet,Corvette,6.2L V8 Gasoline,6200 cc,495.0,312.0,65895.0,Petrol,2,637.0,6200.0,0.0,0,1,ICE,3.0
Chevrolet,Traverse,3.6L V6 Gasoline,3600 cc,310.0,210.0,35915.0,Petrol,7,360.0,3600.0,0.0,0,1,ICE,7.0
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,26600.0,Petrol,5,275.0,1500.0,0.0,0,1,ICE,8.9
Chevrolet,Blazer,3.6L V6 Gasoline,3600 cc,308.0,220.0,44000.0,Petrol,5,366.0,3600.0,0.0,0,1,ICE,6.6
